Job ID,JobTitle,Company Size,company_Industry,Country,Remote Type,Exp. Level,Years_Experience,Education  Level,Skills - Python,Skills - SQL,Skills - ML,Skills-DeepLearning,skills_Cloud,Salary (USD),Posting Month,posting_Year,Hiring Urgency,Job Openings,data_source,notes,_temp
2456,Data  Engineer,Enterprise,E-commerce,Singpore,Hybrid,Entry Level,#N/A,PHD,0,0,NaN,0,1,73964,4,2022,Medium,1,duplicate?,#REF!,0.179997
6418,Data Scientist,Medium,Finance,USA,n/a,Senior,Not Available,Bachelor,0,0,1,1,0,125299,8,2024,n/a,4,manual_entry,???,0.436824
9006,AI-Engineer,MNC,Technology,U.K.,onsite,Senior Level,3,ph.d.,nan,1,1,1,1,"$199,130",N/A,Not Available,Urgent,4,duplicate?,DUPLICATE,0.441505
8330,Machine Learning Engineer,Medium,E-commerce,United Kingdom,,MID,0,master's,1,0,--,N/A,Yes,122962,10,2022,not urgent,1,web_scrape,DUPLICATE,0.590616
1828,Business Analyst,MNC,Education,Australia,Onsite,Senior,-12,Batchelor,2,0,1,0,1,"$142,976",3,2026,moderate,4,UNKNOWN,DUPLICATE,0.96815
10127,ML engineer,start-up,Education,Australi,remote,Senior,0,BACHELOR,1,0,0,nan,1,not available,9,NA,High Priority,9,UNKNOWN,TODO,0.746793
1125,Machine Learning Engineer,Enterprise,Healthcare,na,Remote,na,-8,PhD,1,0,1,0,0,127.7k,4,2024,Medium,2,api_pull,needs review,0.825587
8578,Business Analyst,multinational,Tech,USA,Onsite,snr,8,bachelor,No,n/a,1,1,0,149085,6,2026,High,8,manual_entry,DUPLICATE,0.09805
5273,machine learning Engineer,Startup,TECHNOLÃ¢â¬â¢OGY,Australia,Remote,Senior,8,B.S.,1,0,1,0,-1,164633,2,2024,Medium,4,duplicate?,DUPLICATE,0.015356
9649,Data Engineer,Startup,Finance,N/A,hybrid work,Mid,9,PhD,0,nan,1,0,1,97097,12,2020,High,-7,web_scrape,DUPLICATE,0.511937
3111,Data  Engineer,medium,financia&#39;l,Great Britain,WFH,Sr.,10,BS,0,1,1,1,0,0,6,2020,Urgent,6,api_pull,#REF!,0.126188
,Machine Learning Engineer,mnc,ecommerce,Bharat,Remote,entry,4,Bachelor,TRUE,1,0,1,1,132576,4,2026,low,2,web_scrape,???,0.180699
9439,Data Engineer,medium,edu,Australia,Hybrid,entry-level,8.5,BACHELOR,,1,Yes,0,1,79137,3,2023,High,,UNKNOWN,,0.015342
1337,AI  Engineer,ENTERPRISE,Finance,india,onsite,sr,4,doctorate,1,UNKNOWN,0,1,1,"$169,400",Oct,2024,Low,3,web_scrape,DUPLICATE,0.596639
3416,Data Engineer,Enterprize,Technology,USA,Onsite,Sr.,4,PhD,0,0,0,0,1,114769,9,2024,Low,2,,needs review,0.50111
3595,Data Analst,MNC,Healthcare,usa,wfh,Entry Level,8,Doctor,0,0,0,0,1,76955,1,2024,urgent,7,UNKNOWN,#REF!,0.363162
8468,Data AnaÃlyst,Enterprise,health care,U.S.,Onsite,Jr,4,Master,0,1,0,1,1,78137,6,2021,High,-8,UNKNOWN,???,0.437405
5036,AIEngineer,Startup,Retail,Australi,Work From Home,Entry,8,n/a,n/a,0,2,0,0,89802,1,2023,High,8,manual_entry,TODO,0.255663
8613,Bizz Analyst,Medium,ecommerce,Singapore,WFH,entry level,14.0 years,PhD,0,0,0,2,1,61329,10,2022,n/a,6,manual_entry,DUPLICATE,0.871801
3068,Data Analyst,Start-up,Educaiton,India,in-office,snr,,None,0,1,1,TRUE,1,137145,7,2026,urgent,3,manual_entry,#REF!,0.960881
8162,data_scientist,MNC,Finance,aussie,Onsite,Senior,11,Bachelor,0,0,0,0,0,123987,7,2021,high,7,manual_entry,,0.465678
ID_9560,Data Analyst,Medium,Healthcare,USA,Hybrid,Senior,11,PhD,-1,0,0,0,0,103243,5,2025,moderate,3,web_scrape,needs review,0.713545
66,Data Analst,Enterprize,e-commerce,Germany,Onsite,Mid,3,MS,1,0,1,0,TRUE,97551,6,2022,Low,n/a,UNKNOWN,,0.544634
5220,Machine Learning Engineer,MEDIUM,Education,U.K.,Onsite,Mid,0,Bachelor,NONE,1,1,1,1,157195,3,2020,High,7,duplicate?,,0.227565
,A.I. EngÃ¢â¬â¢.,Startup,Tech,SGP,REMOTE,Mid,7,Masterss,0,1,1,1,0,145218,0,,High,9,web_scrape,TODO,0.247579
8795,NONE,MNC.,,USA,Fully Remote,Senior,14,Master,0,0,0,1,0,137776,0,2022,High,8,api_pull,DUPLICATE,0.752611
1826,unknown,Medium,FinanÃ¢â¬â¢ce,DE,Hybrid.,senior,3,Bachelor,0,TRUE,0,1,1,168769,10,2025,High,7,manual_entry,#REF!,0.340337
7011,DATA ANALYST,multinational,ECOMMERCE,Canada,Hybrid,Entry,-,Batchelor,1,0,0,0,0,68642,8,2026,Medium,1,api_pull,TODO,0.754226
1896,AI Engineer,Medium,edu,aussie,Hybrid.,mid,5.6,PhD,1,-1,1,0,TRUE,143999,9,2024,Low,NaN,web_scrape,#REF!,0.322045
3674,Data Anaylst,M.N.C.,Fin,None,Remote,Entry Level,13,Bachelor,0,TRUE,0,2,?,90803,13,2020,Urgent,9,manual_entry,,0.743681
7199,Data Scientist,Enterprize,Healthcare,australia,Remote,Mid,11.3,Masters,0,FALSE,0,1,1,100764,10,2021,MEDIUM,3,manual_entry,needs review,0.712682
8286,DATA ANALYST,multinational,na,India,Onsite,Mid,1.8,PHD,-1,1,0,0,0,90838,11,2025,Low,1,api_pull,DUPLICATE,0.093852
1338,data_analyst,Medium,nan,Canada,In-Office,Senior,0,BACHELOR,1,0,1,0,1,126930,11,2024,Low,4,,,0.645633
6266,data_engineer,Enterprise,Technology,Australia,Remote,Entry,8.3,master's,0,0,,NULL,0,9999999,4,2021,medium,None,duplicate?,,0.809476
9353,data_analyst,MNC,Education,GERMANY,Onsite,intermediate,5,Master,1,1,1,0,0,109108,May,2020,High,-9,duplicate?,,0.221513
8049,data_engineer,Medium,Retail,USA,Onsite,Mid,4,B.S.,n/a,0,0,1,FALSE,92554,12,2023,low priority,3,,#REF!,0.167608
JOB-4726,Machine Learning Engineer,Startup,RETAIL,Germany,Remote,senior,11.3,Ph.D,0,1,1,0,1,160821,5,2024,Medium,1,web_scrape,DUPLICATE,0.029431
5894,M.L. Engineer,Multinational,Technology,Inda,In-Office,NaN,14,NULL,1,1,0,No,1,148531,13,2020,High,-9,,???,0.84702
5338,Data Engineer,MNC.,EDUCATION,SGP,Onsite,senior,--,Bachelor,1,1,-,0,FALSE,139778,12,2025,LOW,3,manual_entry,,0.262725
5668,Data Anaylst,enterprise,Health Care,DE,Remote,Entry,11,Master,Not Available,0,0,0,1,62909,9,2021,URGENT,7,UNKNOWN,,0.968398
na,Machine Learning Engineer,Enterprise,Healthcare,Britain,Hybrid,Entry,6,Master,1,1,0,0,1,102746,7,2026,Low,4,manual_entry,DUPLICATE,0.868684
2254,?,Enterprise,E-commerce,USA,not available,fresher,10,P.H.D,1,0,0,null,0,103508,10,2026,Medium,6,duplicate?,???,0.362886
8472,Data Scientist,Enterprise,Finance,UK,Onsite,Mid,7.5,Bachelor,0,0,1,-1,2,9999999,0,2023,High,0,duplicate?,TODO,0.335919
8228,Business Analyst,Startup,Technology,USA,Hybrid,Senior Level,11,ph.d.,0,na,TRUE,1,1,144100,12,2023,High Priority,2,,TODO,0.096643
3567,Business  Analyst,enterprise,healthcare,india,Remote,Entry,2,bachelor,1,0,0,null,1,77521,3,2021,Low,3,web_scrape,???,0.787845
1658,Data Scientist,Medium Sized,Health,united states,office,Senior,0,N/A,0,1,0,0,1,111733,10,2023,Low,6,duplicate?,TODO,0.159259
7610,DATA ANALYST,Startup,ECOMMERCE,Germany,Remote,junior,2,phd,1,Yes,0,1,1,73821,1,2024,Low,-2,duplicate?,TODO,0.122735
3379,Data Scientist,Medium,ECOMMERCE,USA,Remote.,Mid,-14,BACHELOR,0,1,1,2,-,9999999,7,2025,High Priority,7,web_scrape,,0.041402
9644,Data Engineer,Medium,Fnance,Australia,Remote,,5,phd,1,0,1,1,1,118027,0,2023,High,Not Available,,,0.090172
6076,Data Engneer,Enteprise,Healthcare,Singpore,ONSITE,Mid,6,Master,0,na,1,0,1,102739,5,2022,Low,5,UNKNOWN,DUPLICATE,0.376564
JOB-5978,Machine learning engineer,Startup,Finance,U.K.,Onsite,Mid-Level,2,Phd.,1,TRUE,1,0,1,140814,4,2022,High,9,UNKNOWN,TODO,0.612346
JOB-8537,data_scientist,MNC,Healthcare,Singapore,Hybrid,Mid,14,B.S.,1,0,0,?,0,95000,3,2020,Medium,2,,???,0.753114
n/a,Data Scienist,MNC,E-commerce,Australia,Onsite,Senior Level,-2,PhD,No,1,0,1,1,144814000,12,2023,low priority,2,,,0.563981
3694,Data Analyst,STARTUP,Technology,Australia,WFH,entry level,-12,MASTER,0,0,nan,0,0,53651,2,2022,Medium,6,UNKNOWN,,0.678061
7420,N/A,mnc,E-commerce,Canada,Hybrd,fresher,Not Available,Master,n/a,1,1,0,unknown,120336,13,2024,Low,1,api_pull,???,0.726957
3727,,Medium,technology,United States,Onsite,entry level,4,PhD,0,not available,0,0,2,104179,4,2021,low priority,nan,duplicate?,TODO,0.622619
8263,data_scientist,Medium,Educaiton,Germany,Hybrid,Entry,7,Bachelor,0,1,1,0,Yes,77312,May,2026,Low Priority,2,api_pull,???,0.624464
939,AI Engineer,enterprise,RetiÃal,Singapore,Hybrd,Entry,2,NONE,1,1,0,0,0,90506,Dec,2025,urgent,9,web_scrape,,0.283115
1853,AI Engineer,None,null,UK,Remote,Mid,1,PhD,0,1,1,2,1,159340,12,2026,High,6,api_pull,,0.008455
2599,Data Scientist,Med,null,U.K.,Onsite,Entry,13,Bachelor,0,0,UNKNOWN,0,1,55960,1,2025,Medium,4,,???,0.075218
5308,Data Analyst,Enterprise,Technology,CANADA,n/a,Entry,10,Bachelor,1,TRUE,1,0,0,62615000,12,2022,Medium,1,api_pull,???,0.404778
7601,Dat Scientist,Enterprise,ECOMMERCE,SG,Onsite,entry,2,BACHELOR,0,0,0,1,0,68339,8,2025,Low,1,duplicate?,,0.660026
9266,Machine Learning Engineer,Medium,Retl,united states,Remote.,entry level,5,phd,0,1,1,0,1,119128,13,2025,High,7,,#REF!,0.856574
8846,n/a,Multinational,financial,-,Remote,Mid,14,PhD,1,0,NA,--,1,115716,9,2025,High,7,api_pull,needs review,0.20643
9359,AI Engineer,MNC,Technology,germany,Work From Home,Mid-Level,0,PHD,FALSE,0,0,1,1,164.0k,12,2022,not urgent,3,web_scrape,TODO,0.878813
872,naÂ n,Medium,Healthcare,Australia,In-Office,junior,999,Bachelor,1,No,1,1,1,?,0,2021,not available,1,manual_entry,#REF!,0.140212
8958,data_scientist,Startup,ECOMMERCE,Singapoâre,Hybrid,Mid,13,Masterss,1,0,1,1,#N/A,115212,2,n/a,HIGH,4,,???,0.10215
2469,AI Engineer,None,IT,Canada,Onsite,entry-level,6.0 years,Master,No,1,1,-,1,116555,11,NA,Low,NA,web_scrape,needs review,0.173049
4230,Data Engineer,mnc,#N/A,CANADA,ONSITE,entry,1,Master,0,0,0,1,0,"$87,008",11,2021,High,9,api_pull,TODO,0.185397
8860,Data Engineer,multinational,Health Care,Australia,wfh,Entry,10,PhD,1,0,0,0,1,NA,4,2025,medium,NONE,manual_entry,#REF!,0.724177
,machine learning Engineer,Enterprise,RETA&#39;IL,Can,Hybird,Mid,7,PhD,-1,0,1,NULL,No,NA,3,2023,High,9,UNKNOWN,#REF!,0.861554
2610,Data Engineer,MNC,na,CAN,Remote,not available,0,Master,FALSE,0,0,0,1,104957,5,2020,Low,6,manual_entry,???,0.187998
6171,AI Engineer,Medium Sized,edu,India,Hybrid,Mid,4,PhD,1,0,0,1,1,139.8k,1,2020,low priority,5,manual_entry,needs review,0.973121
4626,#N/A,MNC,Ecommerce,germany,in-office,Sr.,4,Master,0,1,1,1,0,145842,6,,HIGH,7,manual_entry,DUPLICATE,0.334528
5599,NA,MNC,Retl,USA,hybrid,Mid,2,Master,1,1,0,0,NONE,"$97,714",3,2022,not urgent,?,manual_entry,#REF!,0.460796
3043,ML engineer,Enterprize,edu,AUS,Hybrid,Mid,3,Bachelor,TRUE,0,1,0,1,142061,6,2024,LOW,4,manual_entry,DUPLICATE,0.82565
9906,machine learning Engineer,MNC,Edu,UK,Remote,Mid,9,Bachelor,0,0,0,1,0,147403,Dec,2024,medium,5,manual_entry,???,0.88564
2704,ML engineer,Medium Sized,finance,IN,Hybrid.,mid level,None,Masterss,1,1,1,0,0,125559,6,2026,Low,6,api_pull,needs review,0.493773
1290,Data Analyst,Multinational,Healthcare,United Kingdom,Hybrd,junior,11,NA,1,1,NA,1,1,108439,6,2021,High,8,web_scrape,needs review,0.902881
7604,Data Analyst,MNC,UNKNOWN,USA,Remote,Entry,13,PhD,1,1,0,1,0,85192,3,2024,Medium,5,web_scrape,,0.467063
1691,-,Enteprise,FINANCE,Canda,Remote,Mid,12,P.H.D,-1,1,1,No,0,87656,11,2024,Medium,1,,needs review,0.291407
1782,M.L. Engineer,Start-up,ECOMMERCE,UNKNOWN,Hybrid,Entry,1,bachelor,0,1,0,1,-1,111265,8,2025,High,7,api_pull,DUPLICATE,0.322615
2348,Data Scientist,medium,Finance,USA,Remote,entry-level,3.0 years,master's,0,0,0,1,0,62065,6,2020,Low,2,api_pull,???,0.619879
,Business Analyst,MNC,Health,USA,Onsite,Mid,9,Bachelor,0,UNKNOWN,1,1,1,130921,7,2025,Urgent,5,api_pull,,0.914699
4427,AI Engineer,Startup,Healthcare,Inda,Remote,junior,6.0 years,Bachelor,0,FALSE,1,0,1,118.9k,0,2026,Low,0,,TODO,0.48375
2773,AI Engineer,Enterprise,ecommerce,CAN,Onsite,MID,12,Master,0,1,1,0,0,128764,10,2020,urgent,#N/A,duplicate?,#REF!,0.079224
JOB-Not Available,Data  Scientist,ENTERPRISE,EdÃucation,Singapor,Hybrid,entry-level,7,Bachelor,0,0,1,0,1,"$77,166",--,2023,High Priority,8,manual_entry,DUPLICATE,0.440587
9319,AI Engineer,Startup,RETAIL,INDIA,None,Entry,12,Not Available,0,FALSE,0,1,FALSE,9999999,5,2026,High,8,UNKNOWN,#REF!,0.696408
1528,Not Available,Enteprise,Education,Canada,Remote,NONE,4,Bachelor,-1,NA,0,0,0,NA,0,2022,Low,1,UNKNOWN,#REF!,0.21058
1735,ML Engineer,MNC,E-commerce,SGP,Remote,Senior,11.8,bachelor,0,0,Yes,1,0,185296,10,2026,High,5,duplicate?,,0.106054
7126,Bussiness Analyst,Med,Education,germany,Remote,SENIOR,5,PhD,-1,1,0,1,NA,113778,5,2020,Low,2,api_pull,,0.089126
8389,Data Analyst,Enteprise,Technology,United Kingdom,Remote,intermediate,NA,Masters,0,1,1,0,1,96051,11,2023,High,9,duplicate?,needs review,0.942094
5913,Data Engineeer,MNC,Retail,canada,Hybrid,Senior Level,999,Bachelor,1,1,0,0,1,133828,4,2025,Medium,6,manual_entry,TODO,0.793771
ID_not available,Machine Learning Engineer,Medium,REÃTAIL,Deutschland,Remote.,junior,4,ph.d.,NaN,1,Yes,1,0,121894,7,2022,High,6,,,0.639937
9804,AI Engineer,Enterprize,-,India,Onsite,senior,12,BS,1,1,1,No,0,159437,na,2024,High,7,duplicate?,needs review,0.888872
3311,Machine Learning Engineer,Med,edu,u.k,Remote,ENTRY,8,Bachelor,Not Available,1,0,0,0,89342,2,2022,medium,2,api_pull,,0.484232
5105,Data Engneer,nan,Education,USA,in-office,mid,13,Bachelors,0,1,0,1,0,N/A,6,2020,Moderate,6,UNKNOWN,,0.280862
,Ai Engineer,None,-,None,Remote,MID,2,-,0,0,1,-,0,127933,8,2022,not urgent,5,duplicate?,,0.983462
7565,Data Engineer,Multinational,Health,India,Onsite,Entry,4,PhD,0,1,0,0,1,83848,10,2024,Low Priority,1,,TODO,0.933174
409,AI Engineer,Enterprise,Retail,Canada,Remote,Mid-Level,7,B.S.,None,0,0,0,0,113637,None,2023,Low,6,duplicate?,,0.942395
2831,data_engineer,NaN,Healthcare,CANADA,Onsite,Senior,6,Master,No,0,1,1,1,136771,12,2021,High,7,api_pull,DUPLICATE,0.997687
2235,Business Analyst,mnc,Healthcare,Germany,Remote,Jr,1,Masters,1,1,No,2,0,71.0k,12,2024,not urgent,2,api_pull,,0.925929
6501,Machine Learning Engineer,MNC,Finance,U.S.,REMOTE,Senior,14,bachelor,na,0,0,0,#N/A,167380,8,2023,Moderate,2,api_pull,#REF!,0.016612
UNKNOWN,Biz Analyst,Startup,financial,Australia,Hybrd,mid-level,5,Bachelor,0,0,0,0,1,0,13,2020,Low,1,web_scrape,???,0.177584
4336,machine learning Engineer,MNC,finance,SGP,Hybrid.,entry level,8,Maters,0,1,0,0,0,105227,5,2023,High,7,duplicate?,TODO,0.38011
1529,NA,null,E-commerce,--,onsite,Entry,8.0 years,PhD,0,0,1,0,1,117216,12,2021,Med,1,web_scrape,???,0.902508
5749,business analyst,MNC,Healthcare,SGP,office,Senior,NONE,Masterss,No,1,1,1,1,159236,1,NULL,HIGH,4,api_pull,TODO,0.230455
4304,AI  Engineer,Med,#N/A,SGP,wfh,Senior,1,B.S.,0,0,0,0,0,139416,7,2026,Low,-3,UNKNOWN,,0.970281
NA,Business Analyst,MNC,edu,INDIA,Hybrd,Entry,9,Bachelor,0,No,0,0,1,80464,13,2022,MEDIUM,5,UNKNOWN,needs review,0.123691
2864,BusinesÂ s Analyst,MNC,Healthcare,canada,Remote,intermediate,11.6,PhD,1,1,0,,0,98.0k,11,2025,Moderate,4,,#REF!,0.531844
1012,Data Analyst,Medium,Retail,India,Remote,Mid,10,NONE,1,1,2,0,0,71706,5,2025,Medium,-3,,DUPLICATE,0.115726
5627,AI Engineer,Startup,healthcare,CaÃÂ©nada,Remote,Senior,999,Master,0,1,0,0,0,141542,10,-,Low,1,duplicate?,,0.675501
JOB-3475,Data Engineeer,MNC,Technology,India,HYBRID,Mid,-13,Phd.,1,-1,0,1,0,110526,6,2025,moderate,5,UNKNOWN,,0.563094
3686,Data Engineeer,Startup,ECOMMERCE,Britain,hybrid work,Mid,4,Master,0,1,1,-1,1,104130,1,2024,low,4,manual_entry,,0.781708
4268,Machine Learâning Engineer,med,RetÃail,USA,On-site,Senior,NA,Maters,1,Yes,2,1,0,152709,1,2025,High,7,api_pull,TODO,0.774729
,Data Anâalyst,Startup,edu,Australia,Onsite,Senior,-,Maters,TRUE,0,TRUE,0,1,125645,13,2022,Urgent,9,duplicate?,needs review,0.837809
1187,N/A,MNC,Healthcare,null,Fully Remote,UNKNOWN,2,Master,0,1,1,0,Yes,146571,2,2022,Low,6,duplicate?,???,0.968161
8504,Business  Analyst,ENTERPRISE,Retail,Australia,--,ENTRY,11,Bachelor,0,-1,0,not available,1,78958,2,2024,high,7,web_scrape,needs review,0.496369
3250,Business  Analyst,Enteprise,Ecommerce,SG,Hybrid.,Mid,6,BS,1,0,Yes,1,1,114385,12,2026,High,3,manual_entry,#REF!,0.989898
3828,Data  Engineer,multinational,finance,UK,hybrid,senior,-2,master's,0,0,0,1,0,131281,1,2024,High,7,,#REF!,0.118299
8852,Data Scientist,Medium,TechnolÃÂ©ogy,NULL,Onsite,Senior,12,,0,1,No,1,0,119775,1,2024,Moderate,3,UNKNOWN,???,0.748068
5011,Data Scientist,Startup,Finance,Australia,Remote,Entry,11,phd,Yes,0,1,1,0,79811,8,2020,urgent,2,api_pull,DUPLICATE,0.91951
1940,Data Scientist,startup,financial,australia,Work From Home,Entry,6,unknown,0,2,1,1,0,?,NULL,2023,high,1,api_pull,needs review,0.570242
1264,Data Engineer,Startup,Tech,australia,Hybrd,Entry,11,PhD,0,0,0,1,1,77084,8,2024,URGENT,9,,#REF!,0.441429
4597,Data Scientist.,Medium,Retail,UK,Hybrid,ENTRY,4,Master,1,No,1,0,0,"$62,168",8,2020,LOW,2,,,0.368232
8664,Data Engineer,Medium,Education,UK,office,Junior,11,bachelor's,No,1,1,0,-1,72409,7,2021,Med,2,duplicate?,,0.048236
2331,Data Scientist,Medium,Fnance,India,Onsite,Mid,4,PhD,1,0,NaN,1,0,92063,3,null,low,6,duplicate?,,0.045714
,Dat Scientist,MNC,-,Singapore,hybrid work,senior,999,Bachelors,0,0,No,1,1,146071,Apr,2024,null,7,web_scrape,???,0.951814
465,Data Engneer,MNC,EDUCATION,-,ONSITE,Senior,11,Bachelor,1,0,1,0,0,136996,6,2024,Med,4,web_scrape,???,0.001038
4819,Machine Learning Engineer,StartUp,Fin,germany,Remote,mid,12,Master,1,2,0,1,0,9999999,1,2023,High,7,UNKNOWN,DUPLICATE,0.02241
2076,Data Scienist,enterprise,Education,India,Onsite,Entry,0,PhD,0,1,1,0,1,72287,2,2024,UNKNOWN,2,,needs review,0.158262
2135,M.L. Engineer,Enterprise,,United States,Remote,Senior Level,4,Maters,0,Yes,0,1,1,169215,8,2024,low priority,2,UNKNOWN,DUPLICATE,0.611649
2214,DaÃ¢â¬â¢ta  Scientist,Med,Retl,USA,Onsite,Entry,12,Ph.D,1,0,0,0,na,53325000,11,2025,High,-9,api_pull,#REF!,0.793607
na,AI engineer,Startup,NULL,Australia,Remote.,Mid,3,PhD,0,No,0,1,0,N/A,12,2022,low,4,,TODO,0.567113
3336,data âscientist,STARTUP,Technology,Canada,Remote,Sr.,7,PHD,1,1,Yes,0,0,112387,6,2024,High,8,duplicate?,needs review,0.834746
4478,Data Analst,Enterprise,healthcare,N/A,In-Office,ENTRY,4,Bachelor,0,Yes,1,0,0,,7,2024,Low,nan,api_pull,DUPLICATE,0.121758
2876,Machine learning engineer,Enterprise,N/A,india,On-site,Senior,,Bachelor,0,1,-1,0,0,139038,8,2025,MEDIUM,6,,#REF!,0.026233
4404,Data Engineer,Enterprise,Healthcare,UK,Remote,Entry,2,Bachelor,1,0,NA,No,,74.5k,,2026,Low,1,web_scrape,???,0.034705
2763,Bussiness Analyst,Startup,ECOMMERCE,SGP,Onsite,Mid Level,14,master,#N/A,1,-,0,0,88303,10,2022,High,7,,,0.553846
8426,Data Scientist,Medium,Healthcare,canada,Hybrid,SENIOR,2,Master,1,0,1,0,1,123402,11,2025,?,5,duplicate?,DUPLICATE,0.182901
3687,AI Engineer,MNC,IT,India,Hybird,Senior,12,Maters,1,NaN,1,1,TRUE,201230,10,2025,urgent,5,api_pull,,0.885682
833,Data Scientist,MNC,RETAIL,DE,wfh,SENIOR,1,PhD,-1,1,1,TRUE,0,151041,7,2022,High,9,web_scrape,needs review,0.814899
7783,business analyst,M.N.C.,health care,India,Hybrid,Senior,6,Bachelor,1,1,1,0,1,147026,NaN,2023,low,4,web_scrape,DUPLICATE,0.696136
4586,Business Analyst,MNC.,Technology,Singapore,Remote,Entry,4,doctorate,0,1,-1,0,1,80479,3,2020,Low,1,duplicate?,,0.562694
10070,data engineer,Startup,Education,USA,Hybrid,Senior,6,MASTER,1,1,1,1,0,-127295,unknown,2023,Urgent,6,web_scrape,#REF!,0.087199
2131,Machine Learning Engineer,Enterprise,RETAIL,Singapore,Onsite,Entry,14,PhD,0,1,1,0,Yes,111827,0,2024,MEDIUM,2,api_pull,needs review,0.458145
2784,AI Engineer,Enterprise,Finance,Canada,Hybrd,Senior,12.0 years,M.S.,na,1,-1,0,1,167937,5,2022,Medium,0,api_pull,,0.326407
--,DataAnalyst,STARTUP,E-commerce,us,Remote.,None,0,Ph.D,0,0,1,0,1,126267,6,2024,High Priority,8,,,0.118038
9138,AI Engineer,ENTERPRISE,edu,GERMANY,REMOTE,Senior,0,Maters,Yes,-1,1,1,not available,176410,12,2025,HIGH,7,manual_entry,,0.384191
1019,Data Engineer,MNC,RETAIL,Australi,onsite,Senior,6,PHD,1,1,FALSE,0,1,125800,12,2026,Low,2,UNKNOWN,???,0.389035
8167,DataAnalyst,Enterprise,Technology,Singapore,in-office,entry-level,3,Phd.,--,1,1,1,1,--,6,2026,High,4,web_scrape,TODO,0.210596
1258,DataAnalyst,Medium Sized,RETAIL,Germany,Hybrid,Mid Level,6,Master,0,0,-1,0,0,89326,1,2020,low priority,6,web_scrape,needs review,0.719924
8550,Data  Scientist,MNC,Education,Canada,Hybrid,#N/A,0,Master,unknown,No,1,0,0,#N/A,3,2020,unknown,3,,TODO,0.309227
4516,Data Engineer,Medium,Education,INDIA,Onsite,Entry,14.0 years,Master,0,1,1,1,0,79111,7,2023,High,4,,TODO,0.130694
,Machine learning engineer,MNC,e-commerce,Australi,onsite,Senior,10,Maters,0,1,1,1,0,193199,8,2025,High,8,manual_entry,,0.242855
4434,Data Engineer,Startup,ECOMMERCE,India,Remote,#N/A,11.0 years,Master,0,1,1,1,0,NA,3,2023,urgent,9,UNKNOWN,needs review,0.441224
7938,Data Engineeer,med,Finance,Australia,Work From Home,Entry,5,?,1,0,TRUE,UNKNOWN,0,61.9k,10,2026,High,9,manual_entry,???,0.770313
1334,Machine Learning Engineer,MNC,Retail,India,in-office,Mid,14,Bachelors,1,1,-,1,1,-178428,2,2026,urgent,3,api_pull,TODO,0.682696
2950,Machine learning engineer,na,Retail,Singapore,Remote,NaN,11,phd,1,FALSE,1,Yes,0,0,7,2026,High,7,duplicate?,???,0.695022
5754,AI Engineer,Startup,FINANCE,UK,Hybird,Entry,999,Bachelor,1,1,1,1,0,117240,12,2022,High,4,UNKNOWN,needs review,0.376692
1771,-,Medium,Healthcare,Singapore,Remote,Senior,UNKNOWN,PhD,n/a,0,1,0,0,NA,NaN,2023,Medium,5,api_pull,,0.882366
9722,Business Analyst,Medium,TECHNOLOGY,UK,Hybrid,intermediate,3.3,BACHELOR,1,0,0,0,0,74377,3,2021,not urgent,6,duplicate?,#REF!,0.374794
3931,Data Engineer,ENTERPRISE,n/a,Singapore,Onsite,Entry Level,2,ph.d.,1,1,1,1,No,0,8,2022,High Priority,3,web_scrape,,0.023035
8259,Machine Learning Engineer,Medium,Technology,USA,HYBRID,entry level,9,None,1,1,2,-1,NaN,nan,11,2026,medium,6,,,0.273602
7377,Machine Learning Engineer,MNC,RETAIL,CAN,Hybrid,entry-level,11,Ph.D,0,1,1,1,1,154385,5,2024,High,1,manual_entry,needs review,0.025504
10210,Business Analyst,NA,ecommerce,IN,ONSITE,entry-level,0,Bachelor,1,1,Yes,1,1,93705,12,2021,High,NA,manual_entry,TODO,0.595805
6068,AIEngineer,enterprise,Technology,Not Available,Work From Home,Senior,8,Not Available,0,1,0,0,1,148075,3,2021,High,7,UNKNOWN,DUPLICATE,0.002719
7638,,multinational,Finance,Australia,office,Entry,9,master's,0,0,1,0,1,-93608,1,2022,medium,2,,DUPLICATE,0.869372
2558,Data Engineer,multinational,e-commerce,Singapor,Onsite,,8.0 years,phd,0,0,1,1,0,150.6k,12,n/a,High,n/a,web_scrape,???,0.281696
9508,Biz Analyst,n/a,n/a,Australia,Hybrid,Sr,0,PhD,-1,0,Yes,None,FALSE,131632,7,2026,not urgent,4,,#REF!,0.676259
7316,AI  Engineer,MNC,ECOMMERCE,Canada,nan,Mid,2,phd,na,0,0,None,1,162644,6,2021,High,7,manual_entry,,0.216634
4989,Bizz Analyst,Medium,E-commerce,Canda,HYBRID,Senior,7,Bachelor,2,0,0,1,Yes,127244,NONE,2025,High,NaN,,needs review,0.245758
10222,Data Analyst,Enterprise,Finance,united states,Onsite,#N/A,6,bachelor,1,1,0,0,1,64817,12,2021,Low,3,api_pull,???,0.513821
8284,Data Scientist.,Enterprise,Finance,NULL,n/a,intermediate,8,Master,0,1,0,0,-1,75360,13,2020,Moderate,6,web_scrape,,0.324078
5325,AI Engineer,M.N.C.,Healthcare,UK,Remote.,Senior,14,PhD,0,0,2,0,?,182.6k,1,2023,Medium,5,duplicate?,???,0.843178
