JobTitle,Company Size,company_Industry,Country,Remote Type,Exp. Level,Years_Experience,Education  Level,Skills - Python,Skills - SQL,Skills - ML,Skills-DeepLearning,skills_Cloud,Salary (USD),Posting Month,posting_Year,Hiring Urgency,Job Openings,Total_Skills,advanced_skill_score,ai_specialist,data_professional,exp_per_skill,experience_intensity,high_salary_job,salary_per_skill,salary_growth_potential,skill_demand_score,industry_hiring_density,country_demand_score,is_remote,is_hybrid,hiring_quarter,remote_premium_salary,peak_hiring_season,ml_cloud_combination,python_sql_combination,salary_percentile,salary_zscore,industry_salary,country_salary,competition_ratio,experience_squared,industry_salary_rank,skill_intersection_power,hiring_momentum,market_expansion_score,job_title_popularity,industry_frequency,salary_gap,premium_candidate,ai_seniority_score,cloud_ai_engineer_score
Business Analyst,Start-up,Healthcare,India,Remote,Junior,11.0,Bachelor's,1,1,1,0,1,71301.0,11,2026,Low,7,4,9,0,1,2.75,99.0,False,17825.25,99.0,4.685344827586207,6860,4.45144157814871,1,0,Q4,0.6144989197656527,0,1,1,0.097356608478803,-1.2836196297076885,115724.92537072857,115117.87329286798,1.4,121.0,0.10509348807221147,4194304.0,4.502029769959405,6540,1714,1551,-35428.59334889149,0,0.0,2
Business Analyst,Medium,Finance,United State America,Remote,Senior,3.0,Unknown,0,0,0,0,1,107470.0,12,2021,Low,9,1,3,0,0,3.0,9.0,False,107470.0,9.0,4.300261096605744,7170,4.539167254763585,1,0,Q4,0.9262170082777899,0,0,0,0.4,-0.25861418650689316,116283.64576802508,116964.06474947071,4.5,9.0,0.41630094043887145,1.0,4.735294117647059,6535,1714,1595,740.4066511085111,0,0.0,1
Data Analyst,Large,IT,United Kingdom,Remote,Senior,3.0,Ph.D,1,1,1,1,1,141524.0,1,2026,High,8,5,13,1,1,0.6,39.0,True,28304.8,39.0,4.527536231884058,7466,4.488077496274218,1,0,Q1,1.2197072288034423,1,1,1,0.7918204488778054,0.7064535610880054,117607.79422718807,115792.73994038749,1.3333333333333333,9.0,0.7815021725636251,125.0,4.498521584861029,6540,1626,1611,37748.900984009844,0,3.0,3
Data Scientist,Start-up,E-commerce,United Kingdom,Remote,Mid-level,5.0,Master's,0,1,1,0,0,85739.0,8,2020,Low,3,2,4,0,0,2.5,20.0,False,42869.5,20.0,4.695652173913044,7032,4.488077496274218,1,0,Q3,0.7389310512024698,0,0,0,0.19640897755610973,-0.8744562967724931,115678.97271857051,115792.73994038749,1.0,25.0,0.19719208679004468,32.0,4.438775510204081,6289,1661,1567,-19358.339403973514,0,0.0,1
Machine Learning Engineer,Start-up,Education,Germany,Remote,Mid-level,2.0,Bachelor's,0,1,0,0,0,119920.0,5,2020,Low,9,1,1,0,0,2.0,2.0,False,119920.0,2.0,4.513274336283186,6840,4.497611464968153,1,0,Q2,1.033515805645041,0,0,0,0.6019950124688279,0.09421054649235763,116356.81743958197,115893.9773089172,4.5,4.0,0.5983017635532332,1.0,4.478201634877384,6289,1682,1531,-19660.978448275855,0,0.0,0
Data Engineer,Large,IT,Singapore,Remote,Senior,10.0,Master's,0,0,0,0,1,113087.0,12,2023,Low,8,1,3,0,0,10.0,30.0,False,113087.0,30.0,4.300261096605744,7466,4.4948224852071,1,0,Q4,0.9746264335638822,0,0,0,0.45630922693266834,-0.09943213628546411,117607.79422718807,116940.13387573964,4.0,100.0,0.44258224705152077,1.0,4.735294117647059,6137,1623,1611,8639.275723967963,0,0.0,1
Data Engineer,Medium,Finance,Germany,Remote,Junior,11.0,Ph.D,0,1,1,0,1,72624.0,4,2020,High,7,3,7,0,0,3.6666666666666665,77.0,False,24208.0,77.0,4.439807383627608,7170,4.497611464968153,1,0,Q2,0.6259010329316667,0,1,0,0.1055361596009975,-1.2461266882010211,116283.64576802508,115893.9773089172,1.75,121.0,0.11598746081504702,177147.0,4.353086419753087,6289,1623,1595,-31823.724276032037,0,0.0,2
Machine Learning Engineer,Start-up,E-commerce,Germany,Remote,Senior,7.0,Bachelor's,0,1,0,0,0,157774.0,7,2020,High,4,1,1,0,0,7.0,7.0,True,157774.0,7.0,4.513274336283186,7032,4.497611464968153,1,0,Q3,1.3597558599052761,0,0,0,0.8797007481296758,1.1669677708259834,115678.97271857051,115893.9773089172,2.0,49.0,0.8870453095086152,1.0,4.3356258596973865,6289,1682,1567,18193.021551724145,0,0.0,0
Data Scientist,Unknown,E-commerce,United Kingdom,Hybrid,Junior,14.0,Ph.D,1,1,1,0,0,65090.0,12,2026,Medium,4,3,6,0,1,4.666666666666667,84.0,False,21696.666666666668,84.0,4.462962962962963,7032,4.488077496274218,0,1,Q4,0.5590369152560117,0,0,1,0.06832917705735661,-1.4596352455035397,115678.97271857051,115792.73994038749,1.0,196.0,0.06764518187619656,4782969.0,4.735294117647059,6540,1661,1567,-40007.339403973514,0,0.0,1
AI Engineer,Medium,Retail,United Kingdom,Remote,Junior,3.0,Ph.D,1,1,0,1,0,101005.0,11,2020,Medium,6,3,7,0,1,1.0,21.0,False,33668.333333333336,21.0,4.468926553672317,6709,4.488077496274218,1,0,Q4,0.8704991990425064,0,0,1,0.33635910224438903,-0.44182799364264874,117037.78714859438,115792.73994038749,1.5,9.0,0.3293172690763052,27.0,4.502029769959405,6289,1679,1494,-38208.73243001787,0,0.0,1
Data Engineer,Large,Unknown,Singapore,Remote,Junior,3.0,Master's,1,1,1,0,0,88949.0,10,2023,Medium,3,3,6,0,1,1.0,18.0,False,29649.666666666668,18.0,4.462962962962963,3142,4.4948224852071,1,0,Q4,0.7665960423308936,1,0,1,0.22703241895261844,-0.7834870282642525,118605.81360946746,116940.13387573964,0.75,9.0,0.21449704142011836,27.0,4.494055482166447,6137,1623,676,-15498.724276032037,0,0.0,1
Machine Learning Engineer,Large,IT,Canada,Remote,Unknown,14.0,Bachelor's,1,0,0,0,0,106753.0,9,2021,Medium,8,1,2,0,0,14.0,28.0,False,106753.0,28.0,4.204878048780488,7466,4.452471482889734,1,0,Q3,0.9200376317547121,1,0,0,0.3950124688279302,-0.27893349040733195,117607.79422718807,118149.7422053232,4.0,196.0,0.3711980136561142,1.0,4.564450474898236,6535,1682,1611,-32827.978448275855,0,0.0,0
Machine Learning Engineer,Medium,E-commerce,United Kingdom,Remote,Fresher,5.9,Unknown,0,0,1,0,0,105479.0,7,2024,Low,1,1,3,0,0,5.9,17.700000000000003,False,105479.0,17.700000000000003,4.301075268817204,7032,4.488077496274218,1,0,Q3,0.9090578190763282,0,0,0,0.38443890274314213,-0.31503780445078944,115678.97271857051,115792.73994038749,0.5,34.81,0.400765794511806,1.0,4.3356258596973865,6725,1682,1567,-34101.978448275855,0,0.0,1
AI Engineer,Start-up,Finance,United Kingdom,Onsite,Senior,5.0,Bachelor's,0,1,1,0,1,212076.75,12,2024,Low,9,3,7,0,0,1.6666666666666667,35.0,True,70692.25,35.0,4.439807383627608,7170,4.488077496274218,0,0,Q4,1.8134241530337223,0,1,0,0.9811970074812968,2.7058716479243823,116283.64576802508,115792.73994038749,2.25,25.0,0.9789968652037617,243.0,4.735294117647059,6725,1679,1595,72863.01756998213,1,0.0,2
Data Scientist,Large,Education,United Kingdom,Hybrid,Junior,8.0,Master's,1,1,1,1,1,112970.0,12,2021,Low,9,5,13,1,1,1.6,104.0,False,22594.0,104.0,4.527536231884058,6840,4.488077496274218,0,1,Q4,0.9702627180284474,0,1,1,0.4549625935162095,-0.10274783859557755,116356.81743958197,115792.73994038749,1.5,64.0,0.44154147615937295,390625.0,4.735294117647059,6535,1661,1531,7872.660596026486,0,8.0,3
Data Scientist,Large,Healthcare,Canada,Onsite,Senior,4.0,Ph.D,1,1,0,1,1,127353.0,5,2021,Low,7,4,10,0,1,1.0,40.0,False,31838.25,40.0,4.544802867383512,6860,4.452471482889734,0,0,Q2,1.088968999012403,0,0,1,0.6741147132169576,0.30485683086050475,115724.92537072857,118149.7422053232,1.4,16.0,0.6789168278529981,256.0,4.478201634877384,6535,1661,1551,22255.660596026486,0,0.0,2
Business Analyst,Large,IT,Australia,Remote,Senior,0.0,Unknown,0,1,0,1,1,126089.0,6,2021,Low,8,3,8,0,0,0.0,0.0,False,42029.666666666664,0.0,4.414492753623189,7466,4.557251908396947,1,0,Q2,1.0866825751999465,0,0,0,0.6606982543640898,0.269035910176886,117607.79422718807,117294.55629770992,2.0,0.0,0.659217877094972,1.0,4.5,6535,1714,1611,19359.40665110851,0,0.0,2
AI Engineer,Medium,E-commerce,India,Unknown,Senior,4.0,Master's,0,0,1,1,1,182047.0,7,2026,Low,0,3,10,1,0,1.3333333333333333,40.0,True,60682.333333333336,40.0,4.877611940298507,7032,4.45144157814871,0,0,Q3,1.538827842842261,0,1,0,0.9493266832917706,1.854848473162595,115678.97271857051,115117.87329286798,0.0,16.0,0.9540523292916401,81.0,4.3356258596973865,6540,1679,1567,42833.26756998213,1,4.0,3
Machine Learning Engineer,Large,Unknown,Australia,Hybrid,Junior,6.0,Ph.D,1,1,1,0,1,132039.0,4,2020,Low,7,4,9,0,1,1.5,54.0,False,33009.75,54.0,4.685344827586207,3142,4.557251908396947,0,1,Q2,1.1340401790365422,0,1,1,0.7197007481296758,0.4376549592809456,118605.81360946746,117294.55629770992,1.4,36.0,0.6863905325443787,4096.0,4.353086419753087,6289,1682,676,-7541.978448275855,0,0.0,2
Data Engineer,Start-up,Healthcare,United Kingdom,Remote,Mid-level,7.0,Bachelor's,1,1,1,1,0,106497.0,1,2023,Low,3,4,10,1,1,1.75,70.0,False,26624.25,70.0,4.7407407407407405,6860,4.488077496274218,1,0,Q1,0.917831327166277,1,0,1,0.39291770573566087,-0.2861883604192041,115724.92537072857,115792.73994038749,0.6,49.0,0.4223081882656351,16384.0,4.498521584861029,6137,1623,1551,2049.275723967963,0,7.0,2
Machine Learning Engineer,Start-up,Retail,United State America,Onsite,Mid-level,8.0,Master's,0,0,0,1,0,132400.0,6,2026,Low,0,1,4,0,0,8.0,32.0,False,132400.0,32.0,4.383084577114428,6709,4.539167254763585,0,0,Q2,1.1321248456592474,0,0,0,0.7228927680798005,0.4478854595711247,117037.78714859438,116964.06474947071,0.0,64.0,0.7182061579651942,1.0,4.5,6540,1682,1494,-7180.978448275855,0,0.0,1
Data Analyst,Start-up,Finance,Unknown,Onsite,Fresher,6.0,Ph.D,1,0,1,0,1,73068.0,4,2020,High,9,3,8,0,0,2.0,48.0,False,24356.0,48.0,4.464912280701754,7170,4.6797202797202795,0,0,Q2,0.6247892615002258,0,1,0,0.10812967581047382,-1.2335440230241805,116283.64576802508,116538.71678321678,2.25,36.0,0.11912225705329153,729.0,4.353086419753087,6289,1626,1595,-30707.099015990156,0,0.0,2
AI Engineer,Unknown,E-commerce,Germany,Hybrid,Junior,8.0,Master's,1,1,0,0,0,107422.0,9,2024,High,4,2,3,0,1,4.0,24.0,False,53711.0,24.0,4.319148936170213,7032,4.497611464968153,0,1,Q3,0.9226127440564033,1,0,1,0.3996009975062344,-0.2599744746341192,115678.97271857051,115893.9773089172,1.3333333333333333,64.0,0.4148053605615826,256.0,4.564450474898236,6725,1679,1567,-31791.732430017873,0,0.0,0
Data Engineer,Large,IT,Germany,Unknown,Senior,3.0,Ph.D,1,1,0,0,0,96604.0,2,2024,High,9,2,3,0,1,1.5,9.0,False,48302.0,9.0,4.319148936170213,7466,4.497611464968153,0,0,Q1,0.8165854143706504,1,0,1,0.29780548628428927,-0.5665494113076851,117607.79422718807,115893.9773089172,3.0,9.0,0.2880198634388578,8.0,4.623015873015873,6725,1623,1611,-7843.724276032037,0,0.0,0
Data Scientist,Large,Finance,United Kingdom,Onsite,Junior,6.0,Ph.D,0,1,1,1,0,83061.0,11,2021,High,9,3,8,1,0,2.0,48.0,False,27687.0,48.0,4.715404699738904,7170,4.488077496274218,0,0,Q4,0.7102373248134649,0,0,0,0.1769576059850374,-0.9503490385373119,116283.64576802508,115792.73994038749,2.25,36.0,0.18181818181818182,729.0,4.502029769959405,6535,1661,1595,-22036.339403973514,0,6.0,2
Machine Learning Engineer,Start-up,E-commerce,United State America,Onsite,Junior,14.0,Bachelor's,0,0,0,1,0,104431.0,6,2022,High,0,1,4,0,0,14.0,56.0,False,104431.0,56.0,4.383084577114428,7032,4.539167254763585,0,0,Q2,0.8929677474096743,0,0,0,0.3742643391521197,-0.34473742856189105,115678.97271857051,116964.06474947071,0.0,196.0,0.3880025526483727,1.0,4.5,6596,1682,1567,-35149.978448275855,0,0.0,1
AI Engineer,Unknown,Finance,Singapore,Remote,Unknown,7.0,Master's,0,1,1,1,0,140229.0,6,2026,High,2,3,8,1,0,2.3333333333333335,56.0,True,46743.0,56.0,4.715404699738904,7170,4.4948224852071,1,0,Q2,1.2085464302017883,0,0,0,0.7819451371571072,0.6697541209888865,116283.64576802508,116940.13387573964,0.5,49.0,0.7887147335423198,2187.0,4.5,6540,1679,1595,1015.2675699821266,0,7.0,2
Machine Learning Engineer,Medium,IT,United Kingdom,Remote,Mid-level,7.0,Bachelor's,0,1,1,0,0,114204.0,9,2020,High,7,2,4,0,0,3.5,28.0,False,57102.0,28.0,4.695652173913044,7466,4.488077496274218,1,0,Q3,0.9842531610063898,1,0,0,0.5393516209476309,-0.0677770979914751,117607.79422718807,115792.73994038749,2.3333333333333335,49.0,0.5344506517690876,128.0,4.564450474898236,6289,1682,1611,-25376.978448275855,0,0.0,1
Data Analyst,Medium,Retail,India,Remote,Junior,8.0,Bachelor's,1,1,1,1,0,83033.0,11,2026,High,7,4,10,1,1,2.0,80.0,False,20758.25,80.0,4.7407407407407405,6709,4.45144157814871,1,0,Q4,0.7156097222325275,0,0,1,0.17665835411471323,-0.9511425399448604,117037.78714859438,115117.87329286798,1.4,64.0,0.17402945113788487,65536.0,4.502029769959405,6540,1626,1494,-20742.099015990156,0,8.0,2
Machine Learning Engineer,Medium,Healthcare,United State America,Onsite,Junior,4.0,Master's,0,1,0,1,0,104455.0,6,2024,High,9,2,5,0,0,2.0,20.0,False,52227.5,20.0,4.446215139442231,6860,4.539167254763585,0,0,Q2,0.8931729664149297,0,0,0,0.3744638403990025,-0.344057284498278,115724.92537072857,116964.06474947071,3.0,16.0,0.40683430045132174,16.0,4.5,6725,1682,1551,-35125.978448275855,0,0.0,1
Machine Learning Engineer,Large,Education,United State America,Hybrid,Mid-level,2.0,Master's,0,1,1,0,1,155419.0,6,2022,High,6,3,7,0,0,0.6666666666666666,14.0,True,51806.333333333336,14.0,4.439807383627608,6840,4.539167254763585,0,1,Q2,1.3348434219108016,0,1,0,0.8690274314214463,1.1002286345839565,116356.81743958197,116964.06474947071,1.5,4.0,0.8817766165904638,9.0,4.5,6596,1682,1531,15838.021551724145,0,0.0,2
AI Engineer,Medium,IT,Canada,Remote,Mid-level,7.0,Ph.D,0,0,1,0,0,113873.0,1,2022,High,9,1,3,0,0,7.0,21.0,False,113873.0,21.0,4.301075268817204,7466,4.452471482889734,1,0,Q1,0.9814004781205617,1,0,0,0.5000498753117207,-0.07715741820213792,117607.79422718807,118149.7422053232,4.5,49.0,0.4900682805710739,1.0,4.498521584861029,6596,1679,1611,-25340.732430017873,0,0.0,1
Data Scientist,Medium,Retail,India,Hybrid,Junior,7.0,Bachelor's,1,0,1,1,1,76365.0,4,2020,High,1,4,12,1,0,1.75,84.0,False,19091.25,84.0,4.692607003891051,6709,4.45144157814871,0,1,Q2,0.6558742361887439,0,1,0,0.1292269326683292,-1.1401092322853428,117037.78714859438,115117.87329286798,0.2,49.0,0.12315930388219545,16384.0,4.353086419753087,6289,1661,1494,-28732.339403973514,0,7.0,3
Machine Learning Engineer,Large,Healthcare,Canada,Remote,Senior,5.0,Bachelor's,0,0,1,0,1,185238.0,1,2022,High,1,2,6,0,0,2.5,30.0,True,92619.0,30.0,4.420454545454546,6860,4.452471482889734,1,0,Q1,1.5964509740333233,1,1,0,0.9541147132169576,1.945279294287142,115724.92537072857,118149.7422053232,0.3333333333333333,25.0,0.9445519019987105,32.0,4.498521584861029,6596,1682,1551,45657.021551724145,1,0.0,2
Data Analyst,Large,Education,United State America,Remote,Senior,14.0,Ph.D,0,0,0,0,1,111200.0,10,2025,High,8,1,3,0,0,14.0,42.0,False,111200.0,42.0,4.300261096605744,6840,4.539167254763585,1,0,Q4,0.9583635556014723,1,0,0,0.43386533665835414,-0.1529084632870373,116356.81743958197,116964.06474947071,4.0,196.0,0.42161985630306986,1.0,4.494055482166447,6397,1626,1531,7424.900984009844,0,0.0,1
Data Analyst,Large,IT,Germany,Hybrid,Junior,3.0,Ph.D,0,1,0,1,0,113873.0,5,2021,High,9,2,5,0,0,1.5,15.0,False,56936.5,15.0,4.446215139442231,7466,4.497611464968153,0,1,Q2,0.9780182923789802,0,0,0,0.5000498753117207,-0.07715741820213792,117607.79422718807,115893.9773089172,3.0,9.0,0.4900682805710739,8.0,4.478201634877384,6535,1626,1611,10097.900984009844,0,0.0,1
Data Scientist,Large,Education,India,Hybrid,Junior,8.0,Bachelor's,0,1,1,0,1,65576.0,5,2021,High,2,3,7,0,0,2.6666666666666665,56.0,False,21858.666666666668,56.0,4.439807383627608,6840,4.45144157814871,0,1,Q2,0.5632110117503184,0,1,0,0.07042394014962594,-1.4458623282153762,116356.81743958197,115117.87329286798,0.5,64.0,0.06792945787067277,6561.0,4.478201634877384,6535,1661,1531,-39521.339403973514,0,0.0,2
Data Analyst,Start-up,Finance,United State America,Onsite,Junior,1.0,Ph.D,1,0,1,1,0,82344.0,4,2026,High,8,3,9,1,0,0.3333333333333333,9.0,False,27448.0,9.0,4.555,7170,4.539167254763585,0,0,Q2,0.7041064070314583,0,0,0,0.17311720698254365,-0.9706683424377507,116283.64576802508,116964.06474947071,2.0,1.0,0.17962382445141065,3.0,4.353086419753087,6540,1626,1595,-21431.099015990156,0,1.0,2
Machine Learning Engineer,Start-up,Finance,United Kingdom,Remote,Junior,0.8,Master's,1,1,1,1,0,113873.0,5,2025,High,4,4,10,1,1,0.2,8.0,False,28468.25,8.0,4.7407407407407405,7170,4.488077496274218,1,0,Q2,0.9814004781205617,0,0,1,0.5000498753117207,-0.07715741820213792,116283.64576802508,115792.73994038749,0.8,0.6400000000000001,0.515987460815047,3.0314331330207964,4.478201634877384,6397,1682,1595,-25707.978448275855,0,0.8,2
AI Engineer,Large,Education,Australia,Remote,Junior,1.0,Ph.D,0,0,0,0,1,112104.0,4,2021,High,8,1,3,0,0,1.0,3.0,False,112104.0,3.0,4.300261096605744,6840,4.557251908396947,1,0,Q2,0.9661545686793837,0,0,0,0.44418952618453866,-0.1272897035576138,116356.81743958197,117294.55629770992,4.0,1.0,0.4350097975179621,1.0,4.353086419753087,6535,1679,1531,-27109.732430017873,0,0.0,1
Data Engineer,Medium,IT,Canada,Remote,Unknown,1.0,Master's,1,1,1,1,1,212076.75,11,2021,High,9,5,13,1,1,0.2,13.0,True,42415.35,13.0,4.527536231884058,7466,4.452471482889734,1,0,Q4,1.8277574477554366,0,1,1,0.9811970074812968,2.7058716479243823,117607.79422718807,118149.7422053232,1.5,1.0,0.9773432650527623,5.0,4.502029769959405,6535,1623,1611,107629.02572396796,1,1.0,3
AI Engineer,Large,Education,Germany,Onsite,Senior,5.0,Ph.D,1,1,1,1,1,200919.0,3,2025,High,5,5,13,1,1,1.0,65.0,True,40183.8,65.0,4.527536231884058,6840,4.497611464968153,0,0,Q1,1.7180165548716795,1,1,1,0.9613965087281795,2.3896684218502946,116356.81743958197,115893.9773089172,0.8333333333333334,25.0,0.9699542782495101,3125.0,4.622950819672131,6397,1679,1531,61705.26756998213,1,5.0,3
Business Analyst,Medium,Healthcare,Canada,Remote,Junior,2.0,Unknown,1,0,0,1,0,212076.75,4,2024,High,2,2,6,0,0,1.0,12.0,True,106038.375,12.0,4.8,6860,4.452471482889734,1,0,Q2,1.8277574477554366,0,0,0,0.9811970074812968,2.7058716479243823,115724.92537072857,118149.7422053232,0.6666666666666666,4.0,0.9774339136041263,4.0,4.353086419753087,6725,1714,1551,105347.15665110851,1,0.0,1
Machine Learning Engineer,Large,E-commerce,United State America,Remote,Junior,5.0,Master's,0,0,1,0,0,124494.0,9,2023,Low,1,1,3,0,0,5.0,15.0,False,124494.0,15.0,4.301075268817204,7032,4.539167254763585,1,0,Q3,1.0729362634087203,1,0,0,0.6432917705735661,0.22383466928260448,115678.97271857051,116964.06474947071,0.5,25.0,0.6566687938736439,1.0,4.564450474898236,6137,1682,1567,-15086.978448275855,0,0.0,1
Data Scientist,Large,Healthcare,Unknown,Hybrid,Junior,14.0,Master's,1,1,0,1,0,65390.0,12,2020,Low,0,3,7,0,1,4.666666666666667,98.0,False,21796.666666666668,98.0,4.468926553672317,6860,4.6797202797202795,0,1,Q4,0.5616135180302751,0,0,1,0.06952618453865336,-1.451133444708377,115724.92537072857,116538.71678321678,0.0,196.0,0.07672469374597034,4782969.0,4.735294117647059,6289,1661,1551,-39707.339403973514,0,0.0,1
Business Analyst,Large,E-commerce,Canada,Onsite,Mid-level,3.0,Ph.D,1,1,1,1,0,108845.0,11,2020,High,6,4,10,1,1,0.75,30.0,False,27211.25,30.0,4.7407407407407405,7032,4.452471482889734,0,0,Q4,0.9307109427929063,0,0,1,0.4120199501246883,-0.21964759952906426,115678.97271857051,118149.7422053232,1.2,9.0,0.43075941289087427,64.0,4.502029769959405,6289,1714,1567,2115.406651108511,0,3.0,2
Data Scientist,Start-up,E-commerce,Unknown,Onsite,Senior,1.0,Bachelor's,1,0,1,1,0,113873.0,9,2022,High,5,3,9,1,0,0.3333333333333333,9.0,False,37957.666666666664,9.0,4.555,7032,4.6797202797202795,0,0,Q3,0.9737043243939236,1,0,0,0.5000498753117207,-0.07715741820213792,115678.97271857051,116538.71678321678,1.25,1.0,0.52297383535418,3.0,4.564450474898236,6596,1661,1567,8775.660596026486,0,1.0,2
Machine Learning Engineer,Large,Retail,India,Onsite,Senior,7.0,Bachelor's,1,1,0,0,0,141973.0,2,2020,High,2,2,3,0,1,3.5,21.0,True,70986.5,21.0,4.319148936170213,6709,4.45144157814871,0,0,Q1,1.2139815763805162,1,0,1,0.7954114713216958,0.7191779229447656,117037.78714859438,115117.87329286798,0.6666666666666666,49.0,0.7898259705488622,128.0,4.623015873015873,6289,1682,1494,2392.021551724145,0,0.0,0
Data Analyst,Large,Finance,Singapore,Hybrid,Mid-level,2.7,Ph.D,1,0,1,0,0,94800.0,6,2022,High,4,2,5,0,0,1.35,13.5,False,47400.0,13.5,3.948,7170,4.4948224852071,0,1,Q2,0.8142064766672287,0,0,0,0.28114713216957604,-0.6176735734225967,116283.64576802508,116940.13387573964,1.3333333333333333,7.290000000000001,0.290282131661442,6.498019170849885,4.5,6596,1626,1595,-8975.099015990156,0,0.0,1
Data Engineer,Unknown,IT,United Kingdom,Onsite,Mid-level,13.0,Master's,1,1,0,1,1,100795.0,6,2021,High,1,4,10,0,1,3.25,130.0,False,25198.75,130.0,4.544802867383512,7466,4.488077496274218,0,0,Q2,0.8618770681134732,0,0,1,0.3339650872817955,-0.44777925419926257,117607.79422718807,115792.73994038749,0.2,169.0,0.3165735567970205,67108864.0,4.5,6535,1623,1611,-3652.724276032037,0,0.0,2
Machine Learning Engineer,Large,Retail,Unknown,Unknown,Senior,0.0,Master's,1,0,1,0,1,163588.0,11,2022,Low,1,3,8,0,0,0.0,0.0,True,54529.333333333336,0.0,4.464912280701754,6709,4.6797202797202795,0,0,Q4,1.382795482237443,0,1,0,0.9034413965087282,1.331732670236236,117037.78714859438,116538.71678321678,0.25,0.0,0.9096385542168675,1.0,4.502029769959405,6596,1682,1494,24007.021551724145,1,0.0,2
Business Analyst,Large,Healthcare,United State America,Hybrid,Unknown,9.0,Bachelor's,0,1,1,0,0,82702.0,11,2020,Low,7,2,4,0,0,4.5,36.0,False,41351.0,36.0,4.695652173913044,6860,4.539167254763585,0,1,Q4,0.7103006754571006,0,0,0,0.1746633416458853,-0.9605228601555232,115724.92537072857,116964.06474947071,2.3333333333333335,81.0,0.19342359767891681,512.0,4.502029769959405,6289,1714,1551,-24027.59334889149,0,0.0,1
Data Engineer,Large,Retail,Canada,Hybrid,Junior,7.0,Unknown,0,0,0,0,1,79252.0,4,2022,Medium,0,1,3,0,0,7.0,21.0,False,79252.0,21.0,4.300261096605744,6709,4.452471482889734,0,1,Q2,0.6806697435530717,0,0,0,0.1541147132169576,-1.058293569299894,117037.78714859438,118149.7422053232,0.0,49.0,0.1499330655957162,1.0,4.353086419753087,6596,1623,1494,-25195.724276032037,0,0.0,1
Data Analyst,Large,IT,Germany,Hybrid,Mid-level,3.0,Master's,0,1,0,0,1,96146.0,4,2023,Medium,3,2,4,0,0,1.5,12.0,False,48073.0,12.0,4.510964912280702,7466,4.497611464968153,0,1,Q2,0.825766834447757,0,0,0,0.29306733167082294,-0.5795288271883001,117607.79422718807,115893.9773089172,1.0,9.0,0.281812538795779,8.0,4.353086419753087,6137,1626,1611,-7629.099015990156,0,0.0,1
Machine Learning Engineer,Start-up,Healthcare,Canada,Remote,Senior,0.0,Master's,1,1,0,1,0,154888.0,6,2020,Medium,1,3,7,0,1,0.0,0.0,True,51629.333333333336,0.0,4.468926553672317,6860,4.452471482889734,1,0,Q2,1.3348832230215903,0,0,1,0.8654364089775561,1.0851804471765185,115724.92537072857,118149.7422053232,0.25,0.0,0.8697614442295294,1.0,4.5,6289,1682,1551,15307.021551724145,0,0.0,1
Data Scientist,Start-up,IT,United State America,Remote,Mid-level,12.0,Ph.D,1,0,0,0,1,89379.0,4,2021,Medium,0,2,5,0,0,6.0,60.0,False,44689.5,60.0,4.409836065573771,7466,4.539167254763585,1,0,Q2,0.7703019445692806,0,0,0,0.23251870324189527,-0.771301113791186,117607.79422718807,116964.06474947071,0.0,144.0,0.22967101179391683,4096.0,4.353086419753087,6535,1661,1611,-15718.339403973514,0,0.0,1
AI Engineer,Unknown,Retail,United State America,Remote,Mid-level,8.0,Master's,1,1,1,0,1,152609.0,7,2021,Medium,3,4,9,0,1,2.0,72.0,True,38152.25,72.0,4.685344827586207,6709,4.539167254763585,1,0,Q3,1.3152419411581393,0,1,1,0.8534164588528679,1.0205951004692662,117037.78714859438,116964.06474947071,0.6,64.0,0.8447121820615796,65536.0,4.3356258596973865,6535,1679,1494,13395.267569982127,0,0.0,2
Business Analyst,Start-up,E-commerce,India,Hybrid,Junior,9.5,Ph.D,0,0,1,1,1,85401.0,8,2023,High,6,3,10,1,0,3.1666666666666665,95.0,False,28467.0,95.0,4.877611940298507,7032,4.45144157814871,0,1,Q3,0.7334815117495569,0,1,0,0.19241895261845388,-0.8840349923350431,115678.97271857051,115117.87329286798,1.5,90.25,0.190810465858328,34091.95604537821,4.438775510204081,6137,1714,1567,-21328.59334889149,0,9.5,3
Machine Learning Engineer,Large,Education,India,Hybrid,Junior,4.0,Bachelor's,0,1,0,0,0,88974.0,4,2024,Low,5,1,1,0,0,4.0,4.0,False,88974.0,4.0,4.513274336283186,6840,4.45144157814871,0,1,Q2,0.7641688507910337,0,0,0,0.22733167082294264,-0.7827785448646557,116356.81743958197,115117.87329286798,2.5,16.0,0.2161985630306989,1.0,4.353086419753087,6725,1682,1531,-50606.978448275855,0,0.0,0
Machine Learning Engineer,Large,Healthcare,United State America,Onsite,Mid-level,4.0,Bachelor's,0,1,0,1,0,150737.0,10,2020,Low,0,2,5,0,0,2.0,20.0,True,75368.5,20.0,4.446215139442231,6860,4.539167254763585,0,0,Q4,1.288920716466299,1,0,0,0.8435910224438903,0.967543863507451,115724.92537072857,116964.06474947071,0.0,16.0,0.8478401031592521,16.0,4.494055482166447,6289,1682,1551,11156.021551724145,0,0.0,1
